StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,PID,welcome,age_1,gender,country,time_us_1,ideology_1,pkp_h_1,pkp_i_1,pkp_u_1,pch_h_1,pch_i_1,pch_u_1,tmdp_h_1,tmdp_i_1,tmdp_u_1,whh_h_1,whh_i_1,whh_u_1,thls_h_1,thls_i_1,thls_u_1,ach_1_1,ach_2_1,ach_3_1,adr_h_1,adr_i_1,adr_u_1,elb_h_1,elb_i_1,elb_u_1,acr_h_1,acr_i_1,acr_u_1,jbd_h_1,jbd_i_1,jbd_u_1,scc_h_1,scc_i_1,scc_u_1,ddf_h_1,ddf_i_1,ddf_u_1,git_h_1,git_i_1,git_u_1,idb_h_1,idb_i_1,idb_u_1,ayc_h_1,ayc_i_1,ayc_u_1,sip_h_1,sip_i_1,sip_u_1,ecc_h_1,ecc_i_1,ecc_u_1,ccr_h_1,ccr_i_1,ccr_u_1,mbr_h_1,mbr_i_1,mbr_u_1,msn_h_1,msn_i_1,msn_u_1,mbw_h_1,mbw_i_1,mbw_u_1,mpsa_h_1,mpsa_i_1,mpsa_u_1,php_h_1,php_i_1,php_u_1,mmc_h_1,mmc_i_1,mmc_u_1,mmls_h_1,mmls_i_1,mmls_u_1,msas_h_1,msas_i_1,msas_u_1,ach_4_1,ach_5_1,ach_6_1,race,income,int_pol,pol_id,pol_id_5_TEXT,religion,religion_5_TEXT,education,db,PROLIFIC_PID
2019-11-14 13:43:47,2019-11-14 14:43:21,IP Address,208.54.231.243,100,3573,True,2019-11-14 14:43:21,R_3j3bVHFL1wdfj4p,,,,,40.38330078125,-111.989501953125,anonymous,EN,I agree to participate,5842eb2904e7550001a06b14,Understood! Begin survey.,32,Female,Yes,,6,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,slightly immoral,very unexpected,very harmful,moderately immoral,moderately unexpected,extremely harmful,not at all immoral,moderately unexpected,moderately harmful,slightly immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,not at all unexpected,slightly harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,not at all immoral,slightly unexpected,slightly harmful,slightly immoral,very unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,slightly immoral,moderately unexpected,moderately harmful,slightly immoral,moderately unexpected,slightly harmful,not at all immoral,very unexpected,moderately harmful,slightly immoral,moderately unexpected,very harmful,slightly immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$50,001 to $75,000",Not very interested,Republican,,Religious,,Associate's degree,Complete,5842eb2904e7550001a06b14
2019-11-15 08:58:51,2019-11-15 09:04:38,IP Address,66.69.180.227,100,347,True,2019-11-15 09:04:39,R_25YEYvHrqApCpL8,,,,,33.0950927734375,-96.88050079345703125,anonymous,EN,I agree to participate,5d88e9d13e9a6e0001084e80,Understood! Begin survey.,31,Male,Yes,,5,extremely harmful,extremely immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,slightly immoral,not at all unexpected,very harmful,very immoral,very unexpected,moderately harmful,moderately immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,slightly harmful,not at all immoral,not at all unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,moderately immoral,slightly unexpected,slightly harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,extremely harmful,extremely immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,very unexpected,very harmful,very immoral,very unexpected,slightly harmful,moderately immoral,moderately unexpected,slightly harmful,moderately immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$50,001 to $75,000",Not very interested,Republican,,Agnostic,,Bachelor's degree,Complete,5d88e9d13e9a6e0001084e80
2019-11-15 08:58:25,2019-11-15 09:04:53,IP Address,96.232.114.240,100,387,True,2019-11-15 09:04:53,R_129lVSLVTblwqXn,,,,,40.5955963134765625,-74.080596923828125,anonymous,EN,I agree to participate,5ba855d47c0ebe0001272f70,Understood! Begin survey.,25,Male,No,5,5,extremely harmful,slightly immoral,moderately unexpected,very harmful,moderately immoral,very unexpected,slightly harmful,extremely immoral,moderately unexpected,moderately harmful,slightly immoral,slightly unexpected,very harmful,moderately immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,slightly harmful,not at all immoral,not at all unexpected,moderately harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,not at all unexpected,very harmful,moderately immoral,very unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,not at all harmful,not at all immoral,moderately unexpected,not at all harmful,not at all immoral,moderately unexpected,very harmful,moderately immoral,moderately unexpected,very harmful,slightly immoral,moderately unexpected,not at all harmful,not at all immoral,very unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,slightly immoral,very unexpected,very harmful,very immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,not at all harmful,not at all immoral,not at all unexpected,moderately harmful,extremely immoral,moderately unexpected,slightly harmful,extremely immoral,extremely unexpected,slightly harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$50,001 to $75,000",Somewhat interested,Republican,,An atheist,,Bachelor's degree,Complete,5ba855d47c0ebe0001272f70
2019-11-15 08:58:09,2019-11-15 09:05:29,IP Address,71.120.113.64,100,440,True,2019-11-15 09:05:29,R_11hawse8UJXdcPh,,,,,41.34320068359375,-75.53009796142578125,anonymous,EN,I agree to participate,5c3164e528d82100018160c8,Understood! Begin survey.,40,Male,Yes,,7,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,moderately harmful,moderately immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,very harmful,extremely immoral,moderately unexpected,very harmful,very immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,extremely immoral,moderately unexpected,moderately harmful,very immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,very immoral,extremely unexpected,very harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,slightly harmful,very immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$25,001 to $50,000",Very interested,Independent,,Religious,,Bachelor's degree,Complete,5c3164e528d82100018160c8
2019-11-15 08:59:53,2019-11-15 09:06:21,IP Address,74.195.63.55,100,388,True,2019-11-15 09:06:22,R_uwRwSyLrNYVzzcR,,,,,31.1255950927734375,-93.1735992431640625,anonymous,EN,I agree to participate,5d46e4f81637ed00014c1114,Understood! Begin survey.,21,Female,Yes,,6,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,slightly unexpected,slightly harmful,extremely immoral,not at all unexpected,very harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,moderately harmful,very immoral,slightly unexpected,moderately harmful,very immoral,not at all unexpected,very harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,extremely immoral,not at all unexpected,slightly harmful,moderately immoral,not at all unexpected,slightly harmful,slightly immoral,not at all unexpected,extremely harmful,very immoral,moderately unexpected,slightly harmful,very immoral,moderately unexpected,slightly harmful,very immoral,slightly unexpected,extremely harmful,extremely immoral,very unexpected,moderately harmful,moderately immoral,extremely unexpected,slightly harmful,slightly immoral,moderately unexpected,very harmful,very immoral,extremely unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,slightly unexpected,slightly harmful,very immoral,slightly unexpected,very harmful,moderately immoral,slightly unexpected,extremely harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$25,001 to $50,000",Somewhat interested,Republican,,Agnostic,,High school degree or GED,Complete,5d46e4f81637ed00014c1114
2019-11-15 08:58:44,2019-11-15 09:06:44,IP Address,66.25.212.132,100,480,True,2019-11-15 09:06:45,R_eF1PtKkfMEl0nxT,,,,,32.9521942138671875,-96.66539764404296875,anonymous,EN,I agree to participate,5c509cad3e4c8400010ac228,Understood! Begin survey.,35,Male,Yes,,6,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,very immoral,very unexpected,moderately harmful,very immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$25,001 to $50,000",Somewhat interested,Republican,,Religious,,Some college,Complete,5c509cad3e4c8400010ac228
2019-11-15 09:00:19,2019-11-15 09:08:09,IP Address,216.227.108.149,100,469,True,2019-11-15 09:08:09,R_33vbi6ND8d05eGD,,,,,46.9210052490234375,-122.5937957763671875,anonymous,EN,I agree to participate,5c1021a547d07800011a23de,Understood! Begin survey.,61,Female,Yes,,7,extremely harmful,extremely immoral,very unexpected,very harmful,moderately immoral,very unexpected,moderately harmful,not at all immoral,slightly unexpected,moderately harmful,slightly immoral,moderately unexpected,moderately harmful,slightly immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,very unexpected,slightly harmful,slightly immoral,moderately unexpected,moderately harmful,slightly immoral,moderately unexpected,moderately harmful,not at all immoral,very unexpected,slightly harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,not at all unexpected,not at all harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,very unexpected,not at all harmful,not at all immoral,moderately unexpected,not at all harmful,not at all immoral,moderately unexpected,moderately harmful,slightly immoral,very unexpected,slightly harmful,not at all immoral,very unexpected,moderately harmful,slightly immoral,moderately unexpected,slightly harmful,not at all immoral,very unexpected,very harmful,moderately immoral,extremely unexpected,very harmful,extremely immoral,very unexpected,moderately harmful,very immoral,not at all unexpected,slightly harmful,not at all immoral,slightly unexpected,moderately harmful,very immoral,extremely unexpected,very harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$50,001 to $75,000",Somewhat interested,Independent,,Religious,,High school degree or GED,Complete,5c1021a547d07800011a23de
2019-11-15 09:00:09,2019-11-15 09:08:17,IP Address,174.195.7.121,100,487,True,2019-11-15 09:08:17,R_12EegTD59quuI4i,,,,,36.00140380859375,-83.91249847412109375,anonymous,EN,I agree to participate,5da1e0e868c6aa00170ffef5,Understood! Begin survey.,24,Male,Yes,,7,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,slightly harmful,moderately immoral,not at all unexpected,very harmful,extremely immoral,extremely unexpected,very harmful,very immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,extremely harmful,extremely immoral,not at all unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,very harmful,very immoral,very unexpected,slightly harmful,very immoral,not at all unexpected,not at all harmful,not at all immoral,slightly unexpected,moderately harmful,not at all immoral,slightly unexpected,not at all harmful,not at all immoral,slightly unexpected,not at all harmful,slightly immoral,slightly unexpected,very harmful,moderately immoral,very unexpected,moderately harmful,moderately immoral,extremely unexpected,very harmful,very immoral,very unexpected,slightly harmful,moderately immoral,slightly unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,moderately unexpected,very harmful,slightly immoral,not at all unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$25,001 to $50,000",Very interested,Independent,,Religious,,Bachelor's degree,Complete,5da1e0e868c6aa00170ffef5
2019-11-15 08:58:59,2019-11-15 09:08:21,IP Address,99.177.145.75,100,561,True,2019-11-15 09:08:21,R_1pmoYEwp1pXsP6w,,,,,44.522796630859375,-89.55829620361328125,anonymous,EN,I agree to participate,5d54a656ec261c001a8874a6,Understood! Begin survey.,40,Male,Yes,,6,extremely harmful,very immoral,very unexpected,moderately harmful,very immoral,very unexpected,moderately harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,moderately immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,moderately unexpected,moderately harmful,moderately immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,not at all harmful,not at all immoral,moderately unexpected,moderately harmful,slightly immoral,extremely unexpected,slightly harmful,slightly immoral,slightly unexpected,not at all harmful,not at all immoral,very unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,very unexpected,slightly harmful,slightly immoral,slightly unexpected,not at all harmful,not at all immoral,extremely unexpected,slightly harmful,moderately immoral,moderately unexpected,slightly harmful,slightly immoral,extremely unexpected,moderately harmful,very immoral,moderately unexpected,moderately harmful,extremely immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,extremely immoral,extremely unexpected,very harmful,extremely immoral,extremely unexpected,moderately harmful,extremely immoral,very unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$25,001 to $50,000",Very interested,Republican,,,,Bachelor's degree,Complete,5d54a656ec261c001a8874a6
2019-11-15 09:00:10,2019-11-15 09:08:35,IP Address,35.40.42.172,100,505,True,2019-11-15 09:08:36,R_2rBAIqkoyng4xWH,,,,,42.9698028564453125,-85.92120361328125,anonymous,EN,I agree to participate,5db37bb9da032c000f9e04fa,Understood! Begin survey.,20,Male,Yes,,5,extremely harmful,extremely immoral,very unexpected,very harmful,very immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,very harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,not at all unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,extremely immoral,very unexpected,moderately harmful,slightly immoral,moderately unexpected,slightly harmful,not at all immoral,not at all unexpected,slightly harmful,not at all immoral,not at all unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,not at all immoral,slightly unexpected,slightly harmful,moderately immoral,slightly unexpected,very harmful,very immoral,moderately unexpected,slightly harmful,slightly immoral,very unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,very immoral,moderately unexpected,extremely harmful,very immoral,very unexpected,slightly harmful,moderately immoral,slightly unexpected,extremely harmful,extremely immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$100,000 or more",Somewhat interested,Republican,,Religious,,High school degree or GED,Complete,5db37bb9da032c000f9e04fa
2019-11-15 09:01:00,2019-11-15 09:08:40,IP Address,73.211.53.147,100,459,True,2019-11-15 09:08:41,R_QoyCYzH4BcspQIN,,,,,41.80889892578125,-88.32740020751953125,anonymous,EN,I agree to participate,57af9cdda169b50001a434e3,Understood! Begin survey.,38,Female,Yes,,6,extremely harmful,extremely immoral,very unexpected,moderately harmful,moderately immoral,not at all unexpected,moderately harmful,moderately immoral,not at all unexpected,slightly harmful,moderately immoral,slightly unexpected,slightly harmful,not at all immoral,very unexpected,extremely harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,slightly immoral,not at all unexpected,slightly harmful,moderately immoral,not at all unexpected,not at all harmful,slightly immoral,extremely unexpected,slightly harmful,moderately immoral,not at all unexpected,moderately harmful,moderately immoral,not at all unexpected,slightly harmful,not at all immoral,not at all unexpected,moderately harmful,slightly immoral,slightly unexpected,not at all harmful,not at all immoral,moderately unexpected,not at all harmful,slightly immoral,moderately unexpected,very harmful,moderately immoral,slightly unexpected,not at all harmful,not at all immoral,slightly unexpected,moderately harmful,slightly immoral,slightly unexpected,slightly harmful,moderately immoral,slightly unexpected,very harmful,very immoral,slightly unexpected,extremely harmful,extremely immoral,slightly unexpected,very harmful,very immoral,moderately unexpected,slightly harmful,moderately immoral,moderately unexpected,very harmful,extremely immoral,very unexpected,very harmful,extremely immoral,very unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$50,001 to $75,000",Not very interested,Republican,,Religious,,Graduate or professional degree,Complete,57af9cdda169b50001a434e3
2019-11-15 09:03:54,2019-11-15 09:09:08,IP Address,172.76.16.114,100,313,True,2019-11-15 09:09:08,R_UnKGfDG91p8gD0B,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree to participate,5daa85e5997769001203771d,Understood! Begin survey.,28,Female,Yes,,7,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,very harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$50,001 to $75,000",Very interested,Republican,,Religious,,Bachelor's degree,Complete,5daa85e5997769001203771d
2019-11-15 08:59:02,2019-11-15 09:09:31,IP Address,174.254.68.233,100,629,True,2019-11-15 09:09:32,R_3Gjm4pMV0hD5s4X,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree to participate,5d1f71def861790016fafb83,Understood! Begin survey.,40,Female,Yes,,6,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,extremely harmful,extremely immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,moderately unexpected,extremely harmful,extremely immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,slightly harmful,very immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,moderately immoral,extremely unexpected,very harmful,very immoral,very unexpected,extremely harmful,very immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,slightly unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$25,001 to $50,000",Somewhat interested,Republican,,Religious,,Some college,Complete,5d1f71def861790016fafb83
2019-11-15 08:58:11,2019-11-15 09:09:33,IP Address,107.5.199.80,100,682,True,2019-11-15 09:09:34,R_3qrL2wtYhTfVwcW,,,,,42.913299560546875,-85.8144989013671875,anonymous,EN,I agree to participate,5aedec6e76b763000132f75e,Understood! Begin survey.,36,Male,Yes,,6,very harmful,very immoral,very unexpected,very harmful,very immoral,very unexpected,slightly harmful,moderately immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,slightly immoral,moderately unexpected,extremely harmful,not at all immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,very unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,not at all harmful,not at all immoral,not at all unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,slightly immoral,not at all unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,slightly immoral,moderately unexpected,moderately harmful,very immoral,moderately unexpected,moderately harmful,moderately immoral,very unexpected,very harmful,very immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,not at all harmful,slightly immoral,slightly unexpected,not at all harmful,slightly immoral,very unexpected,slightly harmful,moderately immoral,very unexpected,moderately harmful,very immoral,very unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$25,001 to $50,000",Somewhat interested,Republican,,Religious,,Bachelor's degree,Complete,5aedec6e76b763000132f75e
2019-11-15 08:57:06,2019-11-15 09:09:35,IP Address,184.62.215.230,100,748,True,2019-11-15 09:09:35,R_3DqhCzPqsstCihV,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I agree to participate,5995be89f9db7d0001895993,Understood! Begin survey.,61,Female,Yes,,5,extremely harmful,extremely immoral,extremely unexpected,very harmful,extremely immoral,very unexpected,moderately harmful,very immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,very immoral,extremely unexpected,extremely harmful,not at all immoral,moderately unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,very unexpected,moderately harmful,moderately immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,not at all harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,slightly unexpected,slightly harmful,not at all immoral,very unexpected,slightly harmful,not at all immoral,slightly unexpected,moderately harmful,slightly immoral,very unexpected,slightly harmful,slightly immoral,extremely unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,very harmful,very immoral,moderately unexpected,very harmful,extremely immoral,moderately unexpected,not at all harmful,not at all immoral,slightly unexpected,slightly harmful,slightly immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$75,001 to $99,999",Very interested,Republican,,Agnostic,,Bachelor's degree,Complete,5995be89f9db7d0001895993
2019-11-15 09:01:11,2019-11-15 09:10:15,IP Address,100.36.57.196,100,543,True,2019-11-15 09:10:15,R_2ve8tGVTGVR0s9z,,,,,38.7480926513671875,-77.2382965087890625,anonymous,EN,I agree to participate,58be2fc3bfc0f4000179f3c5,Understood! Begin survey.,48,Male,Yes,,5,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,very unexpected,moderately harmful,very immoral,moderately unexpected,moderately harmful,moderately immoral,moderately unexpected,moderately harmful,moderately immoral,very unexpected,very harmful,very immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,slightly unexpected,moderately harmful,very immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,very harmful,moderately immoral,slightly unexpected,moderately harmful,slightly immoral,not at all unexpected,slightly harmful,slightly immoral,moderately unexpected,slightly harmful,moderately immoral,moderately unexpected,slightly harmful,moderately immoral,moderately unexpected,slightly harmful,moderately immoral,slightly unexpected,moderately harmful,moderately immoral,very unexpected,very harmful,moderately immoral,very unexpected,very harmful,very immoral,slightly unexpected,very harmful,very immoral,moderately unexpected,extremely harmful,extremely immoral,very unexpected,extremely harmful,extremely immoral,moderately unexpected,moderately harmful,very immoral,slightly unexpected,moderately harmful,moderately immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,moderately harmful,very immoral,very unexpected,not at all harmful,extremely immoral,extremely unexpected,White,"$50,001 to $75,000",Very interested,Republican,,Religious,,Graduate or professional degree,Complete,58be2fc3bfc0f4000179f3c5
2019-11-15 09:00:50,2019-11-15 09:10:25,IP Address,66.41.45.188,100,574,True,2019-11-15 09:10:25,R_71esdBGS5xzOiul,,,,,44.9998016357421875,-93.39299774169921875,anonymous,EN,I agree to participate,5bf9c4c6850b6600018eede2,Understood! Begin survey.,70,Male,Yes,,7,extremely harmful,extremely immoral,extremely unexpected,very harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,not at all harmful,not at all immoral,not at all unexpected,very harmful,very immoral,very unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,not at all harmful,not at all immoral,not at all unexpected,extremely harmful,extremely immoral,extremely unexpected,slightly harmful,slightly immoral,slightly unexpected,not at all harmful,not at all immoral,not at all unexpected,not at all harmful,not at all immoral,not at all unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,slightly harmful,slightly immoral,slightly unexpected,slightly harmful,slightly immoral,slightly unexpected,moderately harmful,moderately immoral,moderately unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,very immoral,very unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,extremely harmful,extremely immoral,extremely unexpected,White,"Less than $25,000",Very interested,Republican,,Religious,,Bachelor's degree,Complete,5bf9c4c6850b6600018eede2
